Note_ID,Tags,Actor,Common Words,Components,English,Frequency,HSK_2,Hanzi,ID,Image,Initial,MBP_Level,MBP_Phase,Notes,Pinyin,Scene,Set,Simplified,Sound,Tone,Tone-Location,Traditional,Translation of Words,Words_English_Sound,Words_Sound
1778227240680,migaku_import,Usopp,"不孕, 代孕","[乃|nid1775412213594], [子|nid1775412213766]",pregnant,"<div class=""freq freq-basic"">basic</div>",,孕,1778227394,"<img src=""MBP_note_1778227240680.jpg"">",yu,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 孕:</b> [备孕|nid1766093599352], [孕育|nid1780746034760], [怀孕|nid1766093512547]</div>
<!-- ANKI_LINKER_END -->",yùn,"Usopp, scaling a rickety [4]-post fence in the backyard, nearly tumbled headfirst when he spotted a startling sight: a shimmering, milky 乃 (breast) pulsating with an inner light, and within its translucent depths, a tiny 子 (child) visibly kicking! His heart pounded as he realized the miraculous, undeniable truth of pregnancy unfolding before his very eyes.",-un,孕,[sound:hypertts-f6da89512f3ae643c76dec336fbfaa72427c3580ae269c3a3446e06d.mp3],4,Backyard [4],孕,"infertile, to serve as a surrogate mother",[sound:en_words_1dbf7e78b2fd882ca56fec32ef60eab4ab8b0022.mp3],[sound:zh_words_6952574ebba2b263ca2c360d2de245e331944ce4.mp3]
1778227240172,migaku_import,Batman,"丹贝, 干贝","[冂|nid1775412213659], [人|nid1775412213628]",surname Bei,"<div class=""freq freq-basic"">basic</div>",,贝,1778227299,"<img src=""MBP_note_1778227240172.jpg"">",b,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Derived characters:</b> [⻉|nid1768474724701], [则|nid1768474725335], [呗|nid1778227240935], [员|nid1768474724702], [负|nid1768474725309], [贡|nid1768474725798], [财|nid1768474725795], [责|nid1768474725361], [败|nid1768474725712], [账|nid1768474726061], [货|nid1768474725940], [质|nid1768474725698], [贪|nid1778227240315], [贫|nid1768474725796], [购|nid1768474725163], [贯|nid1768474725681], [贱|nid1778227240433], [贴|nid1768474725792], [贵|nid1768474724703], [贷|nid1768474725797], [贸|nid1768474725789], [费|nid1768474725786], [贺|nid1768474726062], [贼|nid1778227240110], [资|nid1768474725939], [赋|nid1778227240371], [赌|nid1768474726251], [赏|nid1768474726060], [赔|nid1768474725794], [赚|nid1768474725896], [赛|nid1768474725763], [赞|nid1768474725941], [赠|nid1768474726252], [赢|nid1768474725504]<br/><b>Words containing 贝:</b> [贝壳|nid1765403710897]</div>
<!-- ANKI_LINKER_END -->",bèi,"In his high-tech, rain-slicked Backyard 4, Batman vaults gracefully over a shimmering, inverted force-field (冂) collapsing around a frantic assailant (人) trying to escape with stolen files. With a powerful whisper, ""No one threatens the Bei family,"" Batman apprehends the villain, the thunderclap accentuating the finality of his justice.",-ei,贝,[sound:hypertts-297ed6e6f78c9dfbfc6a247d7858abe214e029c3fb750e68aaada2bc.mp3],4,Backyard [4],貝,"see 天貝|天贝[tian1 bei4], conpoy; dried scallop (dried adductor muscle of a scallop)",[sound:hypertts-c7204b0e22bd0ac4aab6222889d26fa784fe39a077034ccc1d6c1829.mp3],[sound:zh_words_4052a484456d9ac032bf2dbad8b55c89da194405.mp3]
1778227240685,migaku_import,Usopp,"九渊, 刘渊","[水|nid1775412213887], [丿|nid1775412213592], [米|nid1775412213950], [丨|nid1775412213582]",deep pool,"<div class=""freq freq-basic"">basic</div>",,渊,1778227395,"<img src=""MBP_note_1778227240685.jpg"">",yu,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 渊:</b> [刀山火海, 万丈深渊|nid1746735804609]</div>
<!-- ANKI_LINKER_END -->",yuān,"Usopp, standing In Front [1] of an ominous cliff face, nervously peers down into a vast, dark 渊 (deep pool) where 氵 (water) churns restlessly. He hastily drops a single 米 (rice) grain onto the smooth 一 (one) surface of the 水 (water), watching as it descends past a floating 片 (slice) of wood and a fallen 爿 (half-trunk), before finally vanishing beyond the reach of his longest 丨 (vertical) fishing pole, leaving only a faint 丿 (slash) mark to signify its deep, unretrievable journey.",-uan,渊,[sound:hypertts-45f347cf7d3f36b800a895a924313f07fecd966b39e5d109dc235ce9.mp3],1,In Front [1],淵,"abyss, Liu Yuan (c. 251–310), warlord at the end of the Western Jin dynasty 西晉|西晋[Xi1 Jin4], founder of Cheng Han of the Sixteen Kingdoms 成漢|成汉[Cheng2 Han4] (304–347)",[sound:en_words_6561524f692e45d943655b6fb076c6e9bb576eb5.mp3],[sound:zh_words_15ee6e91b2de2194fec9a24e49b2e490c524ec81.mp3]
1778227240690,migaku_import,Chaplin,"凡尘, 前尘","[小|nid1775412213777], [土|nid1775412213744]",dust,"<div class=""freq freq-basic"">basic</div>",,尘,1778227396,"<img src=""MBP_note_1778227240690.jpg"">",ch,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 尘:</b> [灰尘|nid1755431152568]</div>
<!-- ANKI_LINKER_END -->",chén,"In a grand, silent hall, Chaplin tiptoes past a velvet rope, only to accidentally kick a *small*, forgotten pile of dry *earth* with his oversized shoe. Instantly, a violent puff of ochre *dust* explodes upwards, swirling around his startled face and clinging to his iconic mustache as he sneezes uncontrollably, ruining the pristine silence.",-en,尘,[sound:hypertts-6e2f371e5b111e192ac4ba7b46b0bd2a76dba1f820c7ce20b9af4e80.mp3],2,Hall or Kitchen [2],塵,"mundane world (in religious context), the past",[sound:en_words_87b55023eac2f6639ac523fe3761538650edd512.mp3],[sound:zh_words_6e2a08128f3806b6cca3e8537daad7d451b00389.mp3]
1778227240179,migaku_import,Big bald black cop (Terry Crews),"地毯, 壁毯","[毛|nid1775412213883], [炎|nid1778231660931]",blanket,"<div class=""freq freq-basic"">basic</div>",,毯,1778227300,"<img src=""MBP_note_1778227240179.jpg"">",t,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 毯:</b> [地毯|nid1752183260925]</div>
<!-- ANKI_LINKER_END -->",tǎn,"In the stark emptiness of Room 3, a massive, bald Terry Crews, utterly drained, pulls a thick, 毛 (woolly) blanket tightly around his formidable frame. Suddenly, the very fibers of the blanket ignite with a searing internal 炎 (flame), a blazing inferno that surprisingly offers him a paradoxical, scorching comfort against the chill.",-an,毯,[sound:hypertts-15ba9d693190b3c4a502edb2416863a650831e6a8187a347a71f2b6c.mp3],3,Room [3],毯,"carpet, tapestry (used as a wall hanging)",[sound:hypertts-0c1d8d64e0c6a45c2e7a65cc06ba59a8cbc912816c0e1028be018dc1.mp3],[sound:zh_words_d328d911af011f67bfe211a4575c528ca54627e4.mp3]
1778227240695,migaku_import,Yelena (Black Widow),"佣金, 佣钱","[人|nid1775412213628], [用|nid1775412213912]",commission (for middleman),"<div class=""freq freq-basic"">basic</div>",,佣,1778227397,"<img src=""MBP_note_1778227240695.jpg"">",y,,Unknown,"<!-- ANKI_LINKER_START -->
<div style=""margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;""><b>Words containing 佣:</b> [雇佣|nid1776269744607]</div>
<!-- ANKI_LINKER_END -->",yòng,"Yelena, with a wry smirk, stands in a desolate backyard, the cool breeze rustling dry leaves underfoot. She's been a crucial 'person' (亻), *used* (用) as the perfect middleman in a high-stakes negotiation, and now her contact discreetly hands over a briefcase overflowing with her hefty *commission*. The weight of the bag in her hand, and the crisp scent of money, signals another successful, lucrative job completed.",-ong,佣,[sound:hypertts-a00cffc51406285103173394e31a292482b8a3259338af58259d5877.mp3],4,Backyard [4],傭,"commission, commission; brokerage",[sound:en_words_3f40b6ab8277983d2742d37d18bbc8875a009825.mp3],[sound:zh_words_61551f68e3ded027a8f3135f05240ae9bfcb5d9e.mp3]
1778227240186,migaku_import,Morgan Freeman,"上坟, 坟丘","[土|nid1775412213744], [文|nid1775412213841]",grave,"<div class=""freq freq-basic"">basic</div>",,坟,1778227301,"<img src=""MBP_note_1778227240186.jpg"">",f,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 坟:</b> [坟墓|nid1766093160856]</div>
<!-- ANKI_LINKER_END -->",fén,"In the eerie silence of a colossal, echoing hall, Morgan Freeman kneels, his face etched with sorrow, before a fresh, dark mound of earth (土) that has inexplicably pushed up through the ornate tiles. He gently brushes away soil to reveal not bones, but a stack of ancient, crumbling scrolls (文), a lost civilization's profound grave unearthed in this solemn space.",-en,坟,[sound:hypertts-1b296d4b20b9f5476e850c8237ba31ac1df2ec63c7ffb9f03d97e8b7.mp3],2,Hall or Kitchen [2],墳,"to visit a grave, a tomb",[sound:hypertts-63c7d5fefe7cdf358183eaa4843bf14200edf57325ee4912cca94127.mp3],[sound:zh_words_ef933c847f980752717668b9be90d2c4c31a28da.mp3]
1778227240700,migaku_import,Chopper,"微醺, 醉醺醺","[酉|nid1775412214009], 熏",helplessly intoxicated,"<div class=""freq freq-basic"">basic</div>",,醺,1778227398,"<img src=""MBP_note_1778227240700.jpg"">",xu,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 醺:</b> [微醺, 配|nid1745790522120]</div>
<!-- ANKI_LINKER_END -->",xūn,"In front of us, Chopper, having guzzled a giant bottle of wine (酉), begins to sweat so profusely that thick, disorienting smoke (熏) billows from his head and shoulders. He stumbles blindly, utterly helpless and laughing maniacally, before collapsing in a heap as the fumes completely envelop him.",-un,醺,[sound:hypertts-8a9f8959330e9ab892d474220ad58e2eef50a88fa326d6e54bf7b3ed.mp3],1,In Front [1],醺,"tipsy, drunk",[sound:en_words_635f7eb04c0a612c7933fbf92ac6aeb1c0c8d901.mp3],[sound:zh_words_d715a989220b5f93215b2ce31f0e6edd6d71141d.mp3]
1778227239678,migaku_import,Indiana Jones (Harrison Ford),"哼哧, 哼唧","[口|nid1775412213718], [享|nid1775412213624]",to groan,"<div class=""freq freq-basic"">basic</div>",,哼,1778227253,"<img src=""MBP_note_1778227239678.jpg"">",h,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 哼:</b> [哼|nid1772788272220]</div>
<!-- ANKI_LINKER_END -->",hēng,"Indiana Jones stands frozen in front of a booby-trapped altar, a deep groan rumbling from his mouth as the idol he thought he'd enjoy holding instead activates a deadly dart trap. He barely dodges, the metallic thunk of darts embedding in the stone just inches from his ear, his frustrated groan echoing through the crumbling temple.",-eng,哼,[sound:hypertts-8dce2e4e927a44174dcfc0febf1df2ecbe5d3f69631d5faebd6ba5c3.mp3],1,In Front [1],哼,"to puff hard (e.g. after running), whisper",[sound:hypertts-fc17c7709c6ac368dead53ff1f9aac4616fc7572388b265f0a389698.mp3],[sound:zh_words_ea1e123052ab3302423995c8a61eb8dac1fc4deb.mp3]
1778227240192,migaku_import,Captain Marvel (Brie Larson),"婊子, 小婊砸","[女|nid1775412213764], [表|nid1768474724832]",prostitute,"<div class=""freq freq-basic"">basic</div>",,婊,1778227302,"<img src=""MBP_note_1778227240192.jpg"">",bi,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 婊:</b> [绿茶婊|nid1762889664580]</div>
<!-- ANKI_LINKER_END -->",biǎo,"In Room [3], Captain Marvel, her body crackling with raw cosmic energy, utterly obliterates a gilded '表' (watch) embedded in the wall, revealing a hidden compartment. Inside, a faded photo of a tearful '女' (woman) confirms this place's dark secret: a vile operation forcing women into becoming 'prostitutes'.",-iao,婊,[sound:hypertts-5366c9440a8b47ad28b05e7daff97e809a6c7107ad27411c13ffb6b6.mp3],3,Room [3],婊,"prostitute, (slang) little biyatch (variation of 小婊子)",[sound:hypertts-06ab8a01896c00c336876059fc4391170affab4a4c9f1cf1ab976cd6.mp3],[sound:zh_words_416fad97742e46fb1a20957b52370400d1542bd8.mp3]
1778227240197,migaku_import,Alien's Ripley (Sigourney),"倾泄, 外泄","[水|nid1775412213887], [世|nid1778231660376]",variant of 洩|泄[xie4],"<div class=""freq freq-basic"">basic</div>",,泄,1778227303,"<img src=""MBP_note_1778227240197.jpg"">",xi,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 泄:</b> [泄露|nid1771245543263]</div>
<!-- ANKI_LINKER_END -->",xiè,"In her secluded backyard, Ripley watched in horror as a geyser of black water erupted from the earth, violently leaking out like a poisoned vein of the world itself. The metallic spray drenched her, the overwhelming pressure a discharge of ancient evil threatening to consume everything she held dear.",-ie,泄,[sound:hypertts-79d350b2845395a0bfeb6b4e4ec99f0e0c67b966d3a667d09e167ff1.mp3],4,Backyard [4],洩,"to cascade down, to leak (usually secret information)",[sound:hypertts-7fb85ecfaee10e7ddab13a25ce8ab90f3d03f823061e384708d37d78.mp3],[sound:zh_words_3b7506151ea7ffdb2941544ebcbe2d53776f84eb.mp3]
1778227240710,migaku_import,Diva,"盯住, 盯市","[目|nid1775412213930], [丁|nid1775412213566]",to watch attentively,"<div class=""freq freq-basic"">basic</div>",,盯,1778227400,"<img src=""MBP_note_1778227240710.jpg"">",di,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 盯:</b> [盯|nid1780044801320], [盯梢|nid1763639170031]</div>
<!-- ANKI_LINKER_END -->",dīng,"Diva's 目 widen with a gasp as her husband, Ding, attempts a perilous tightrope walk directly In Front of her. She watches attentively, every fiber of her being locked onto his precarious balance, her heart thumping a frantic rhythm.",-ing,盯,[sound:hypertts-7716327b2f94ce7fb805093d0e2aca461111efa4c3c9a3918cf09384.mp3],1,In Front [1],盯,"to watch sb closely, mark to market (accounting)",[sound:en_words_4bea757c00f25ff50f63cc90af27068f977a6e0c.mp3],[sound:zh_words_a16bee0a15b51a249a8742e94b585a1c377be3fb.mp3]
1778227240715,migaku_import,Luke Skywalker (Matt Hamill),"三门, 上门","[丶|nid1775412213588], [丨|nid1775412213582], [㇆|nid1775412213557]",surname Men,"<div class=""freq freq-basic"">basic</div>",4,门,1778227401,"<img src=""MBP_note_1778227240715.jpg"">",m,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Derived characters:</b> [⻔|nid1768474724548], [们|nid1768474724549], [润|nid1768474725067], [闪|nid1768474725967], [闭|nid1768474725966], [问|nid1768474724550], [闯|nid1768474726392], [闲|nid1768474726010], [间|nid1768474724551], [闷|nid1768474726390], [闹|nid1768474725889], [闺|nid1778227240514], [闻|nid1768474724626], [阁|nid1768474726391], [阅|nid1768474725492], [阎|nid1768474726119], [阔|nid1768474726242]<br/><b>Words containing 门:</b> [专门|nid1781017145184], [研发部门|nid1763639559738], [脑门|nid1745051597413]</div>
<!-- ANKI_LINKER_END -->",mén,"Luke Skywalker, desperate to find the hidden 'Men' family vault, spies an ancient, rusted keyhole on a massive stone wall; he quickly applies a single drop of powerful lubricant. With a grunt, he jams a long, sturdy crowbar into a barely visible crack, twisting it with all his might, causing a heavy, L-shaped stone slab to groan and slowly swing open, revealing the dark, forgotten passage to the 'Men' family secrets.",-en,门,[sound:hypertts-74b23f5c40f82e9b9c8a2623bb4007850fe02e67439ec602f54841d4.mp3],2,Hall or Kitchen [2],門,"see 三門縣|三门县[San1 men2 Xian4], to drop in",[sound:en_words_0ec5a11bca040c4a0192bf89bd6d036315b157ff.mp3],[sound:zh_words_2c83e9cd65b95a41643fbfb8073fb50e6846e74d.mp3]
1778227240205,migaku_import,Peter Griffin,"佩服, 佩戴","[亻|nid1775412213629], [冂|nid1775412213659], [巾|nid1775412213796]",to respect,"<div class=""freq freq-advanced"">advanced</div>",,佩,1778227304,"<img src=""MBP_note_1778227240205.jpg"">",p,,Unknown,"<!-- ANKI_LINKER_START -->
<div style=""margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;""><b>Words containing 佩:</b> [佩刀, 盔甲|nid1770283925127]</div>
<!-- ANKI_LINKER_END -->",pèi,"Peter Griffin, red-faced and panting in his backyard, tries to show his respect for Lois. He awkwardly places a tiny 'small table' (几) before her (the 'person' 亻), then fumbles to 'wrap' (帀) a delicate silk scarf around the table as a solemn offering, his eyes wide with uncharacteristic deference.",-ei,佩,[sound:hypertts-a6034462669c19cd76c63038435964c3d63d4443de8a083a6c86d6b6.mp3],4,Backyard [4],珮,Admire; Wear/Adorn,[sound:hypertts-1d9907c167cfabe2e79244ddce99a6285acfd87ea14fc33fc83b41a4.mp3],[sound:zh_words_131755742aaf5871ae373d1de426be4b97aaf948.mp3]
1778227240720,migaku_import,Morgan Freeman,"上风, 下风","[几|nid1775412213666], [乂|nid1775412213593]",wind,"<div class=""freq freq-basic"">basic</div>",,风,1778227402,,f,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Derived characters:</b> [⻛|nid1768474724661], [疯|nid1768474725541], [飘|nid1781004427442]<br/><b>Words containing 风:</b> [伤风|nid1766823185028], [大风, 大浪, 没见|nid1744366450015], [披风|nid1773352685324], [抽风|nid1744368510376], [暴风雨|nid1749677328381], [暴风雪|nid1770907215791], [电风扇|nid1781016700325], [风头|nid1763115671058], [风车|nid1765874962330], [骷髅, 风格|nid1770283320797], [麦克风|nid1750329050324]</div>
<!-- ANKI_LINKER_END -->",fēng,"Morgan Freeman, eyes narrowed against the gathering gloom, stands braced in front of an ancient stone table (几), the air suddenly electric with the wind's rising fury. A monstrous gust, like an unseen blade, slashes (乂) through the scene, violently splintering the very stone of the table and forcing him to reel back, gasping at the sheer, raw power.",-eng,风,[sound:hypertts-f2267afe17c36ea8a81b9ea618ff3465d8db38273938db00129d673a.mp3],1,In Front [1],風,"on the up, leeward",[sound:en_words_9ce97e00fe5af7259ab6eaec6ab461b5a195ccae.mp3],[sound:zh_words_a612d08a575838376bf2b129575a22b4f0a98c13.mp3]
1778227239698,migaku_import,007 (Connery),"啥子, 呒啥","[口|nid1775412213718], [舍|nid1778231661047]",dialectal equivalent of 什麼|什么[shen2 me5],"<div class=""freq freq-basic"">basic</div>",,啥,1778227254,"<img src=""MBP_note_1778227239698.jpg"">",sh,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 啥:</b> [啥|nid1755614334329]</div>
<!-- ANKI_LINKER_END -->",shá,"007, pinned against the cold steel of a hidden kitchen within a remote 舍 (shed/house), feels the sharp blade of a villain's knife pressing against his 口 (mouth). With a lightning-fast headbutt, Bond disarms his assailant, sending the knife clattering to the floor, and coolly asks, ""啥 were you expecting, a kiss?""",-a,啥,[sound:hypertts-8c4b668952fbd2e8faf6ecc9bfafa84e85e38df3ee8a7f72953b826a.mp3],2,Hall or Kitchen [2],啥,"(dialect) what, dialectal equivalent of 沒什麼|没什么[mei2 shen2 me5]",[sound:hypertts-e9347d70e2eea4aa377db0430f762c4da8dc415340dfd4ff0882bc09.mp3],[sound:zh_words_61219cae8a1a936dbae988ae2bc89c4ceaafc658.mp3]
1778227240724,migaku_import,Batman,"古堡, 吴堡","[保|nid1768474725193], [土|nid1775412213744]",(bound form) fortress; stronghold,"<div class=""freq freq-basic"">basic</div>",,堡,1778227403,"<img src=""MBP_note_1778227240724.jpg"">",b,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 堡:</b> [城堡|nid1776152142601], [汉堡|nid1754644206115]</div>
<!-- ANKI_LINKER_END -->",bǎo,"In Room [3], the very earth of the ancient fortress crumbles around Batman as he heroically protects its last standing wall, explosions rocking the foundations. With a guttural roar, he holds the crumbling stronghold together, determined to keep this vital position from falling.",-ao,堡,[sound:hypertts-00eefe5234b3c95b8b3d5de5e882bf0cfa2f2dfb98733f759433c372.mp3],3,Room [3],堡,"ancient castle, see 吳堡縣|吴堡县[Wu2 bu3 Xian4]",[sound:en_words_695312efa2bec138eb6520322d1c874e5d597c5b.mp3],[sound:zh_words_0dba80b352e92da9deb49f098bd9b872d22ca450.mp3]
1778227240213,migaku_import,Luke Skywalker (Matt Hamill),"田陌, 绮陌","阜, [百|nid1775412213925]",raised path,"<div class=""freq freq-basic"">basic</div>",,陌,1778227305,"<img src=""MBP_note_1778227240213.jpg"">",m,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 陌:</b> [陌生|nid1751747907495], [陌生人|nid1756544724867]</div>
<!-- ANKI_LINKER_END -->",mò,"Luke Skywalker, trapped in his dusty Tatooine backyard, desperately scrambles up a narrow, crumbling mound (阜) that serves as his only raised path to escape. As he reaches the top, his heart plunges: hundreds (百) of menacing Tusken Raiders are waiting, their guttural shouts deafening him.",-o,陌,[sound:hypertts-e910f6e97ec160e22cbe9dc26f760f6773b914992f8df7468b4a266e.mp3],4,Backyard [4],陌,"path between fields, splendid streets",[sound:hypertts-e46f6764273d35515d85f57d64199813569d11ead41ea25147c61626.mp3],[sound:zh_words_cead52e3c83585c63fa6fbd1d7abd6bd4d83a581.mp3]
1778227239705,migaku_import,Growthlite,"玫瑰, 瑰伟","[玉|nid1775412213907], [鬼|nid1775412214036]",(semiprecious stone),"<div class=""freq freq-basic"">basic</div>",,瑰,1778227255,"<img src=""MBP_note_1778227239705.jpg"">",gu,,Unknown,"<!-- ANKI_LINKER_START -->
<div style=""margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;""><b>Words containing 瑰:</b> [玫瑰花|nid1763129744194]</div>
<!-- ANKI_LINKER_END -->",guī,"Growthlite shimmers with determination In Front of a colossal geode, its crystalline mouth revealing a treasure trove of glistening semiprecious stones. Just as his radiant hand reaches out, a transparent Jade Ghost and a regal King Ghost, spectral and furious, burst forth from the gem-encrusted walls, their combined wails echoing like the mournful clang of a thousand forgotten mining tools, fiercely defending their precious, sparkling hoard.",-ui,瑰,[sound:hypertts-e84801af18d70d7c249d828d0d99d4363b98eda75fc5f790eb1959a6.mp3],1,In Front [1],瓌,"rugosa rose (shrub) (Rosa rugosa) (CL:棵[ke1]), ornate (style)",[sound:hypertts-2a3a0578d48a18eeb4359d76507aefdab5a35195b8cfa837e0ab4ef4.mp3],[sound:zh_words_96c6425cd2cce6c58fbbb0a468c98abfe3f234f9.mp3]
1778227240729,migaku_import,Daddy Pig 猪 (zhū),"狼蛛, 盲蛛","[虫|nid1775412213981], [朱|nid1778231660907]",Spider,"<div class=""freq freq-basic"">basic</div>",,蛛,1778227404,"<img src=""MBP_note_1778227240729.jpg"">",zhu,,Unknown,"<!-- ANKI_LINKER_START -->
<div style=""margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;""><b>Words containing 蛛:</b> [巨型, 蜘蛛|nid1753482222232], [蜘蛛侠|nid1769293127341]</div>
<!-- ANKI_LINKER_END -->",zhū,"Daddy Pig, startled, yelps ""Zhū!"" as he stomps his foot in front of a gigantic, bright red (朱) spider that's scurrying past, its many insect (虫) legs a terrifying blur. He gulps, realizing the monstrous arachnid is now blocking his path, making his snout twitch nervously.",-u,蛛,[sound:hypertts-2277ec080872ab8480048ff611c847e2f3159a85563bd8c54cdebb2c.mp3],1,In Front [1],蛛,"wolf spider, harvestmen (arachnids of the order Opiliones)",[sound:en_words_5e5e265cb88c6b8d833b73811fcbfe84e19e7113.mp3],[sound:zh_words_6cfeee6532feca948cfd937cda95d8d0f644a627.mp3]
1778227240734,migaku_import,Diva,"粉蝶, 胡蝶","[虫|nid1775412213981], 枼",variant of 蝶[die2],"<div class=""freq freq-basic"">basic</div>",,蝶,1778227405,"<img src=""MBP_note_1778227240734.jpg"">",di,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 蝶:</b> [蝴蝶|nid1763310571552]</div>
<!-- ANKI_LINKER_END -->",dié,"In the opulent Hall, Diva’s powerful aria suddenly shatters as a monstrous, shimmering 虫 (insect) with delicate 枼 (leaf) wings descends from above, landing squarely on her diamond tiara. She lets out a piercing, dramatic shriek, frantically batting at the creature as she collapses into a heap of terrified silk and feathers, utterly horrified by the unwelcome winged intruder.",-ie,蝶,[sound:hypertts-c2ef7bf56bfe84943cecbc17c5ab513dbb3fb02dbc171fc1e871ce26.mp3],2,Hall or Kitchen [2],蜨,"pierid (butterfly of the Pieridae family), variant of 蝴蝶[hu2 die2]",[sound:en_words_c28f5ceaba7e075601761367ba7ce6c205bc0ad1.mp3],[sound:zh_words_4921fe376b69746ef4c9c8163731ff50871c3f47.mp3]
1778227240738,migaku_import,Lucario,"海螺, 玉螺","[虫|nid1775412213981], [累|nid1768474724774]",spiral shell,"<div class=""freq freq-basic"">basic</div>",,螺,1778227406,"<img src=""MBP_note_1778227240738.jpg"">",lu,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 螺:</b> [团队, 螺丝钉|nid1744742924526]</div>
<!-- ANKI_LINKER_END -->",luó,"Lucario, utterly exhausted from battling an endless swarm of glimmering insects that kept spiraling maniacally through the Kitchen, finally collapses onto a towering pile of pristine, empty spiral shells. The metallic scent of his exertion mixes with the cool, briny aroma radiating from the shells, a reward for his weary defense.",-uo,螺,[sound:hypertts-779917e15795de641ef8e43597a5b37a3a5ea6b597532b05e63b454a.mp3],2,Hall or Kitchen [2],螺,"sea snail, moon snail (sea snail of the Naticidae family)",[sound:en_words_b12afdb0d7deef9cc74c077c1677a17ea71ce1c9.mp3],[sound:zh_words_5c4d197845c1303aff5678d674093339fa990af1.mp3]
